ax_mean,ax_std,ax_min,ax_max,ax_range,ax_energy,ay_mean,ay_std,ay_min,ay_max,ay_range,ay_energy,az_mean,az_std,az_min,az_max,az_range,az_energy,gx_mean,gx_std,gx_min,gx_max,gx_range,gx_energy,gy_mean,gy_std,gy_min,gy_max,gy_range,gy_energy,gz_mean,gz_std,gz_min,gz_max,gz_range,gz_energy,accel_mag_mean,accel_mag_std,accel_mag_min,accel_mag_max,accel_mag_range,accel_mag_energy,gyro_mag_mean,gyro_mag_std,gyro_mag_min,gyro_mag_max,gyro_mag_range,gyro_mag_energy,label,subject_id,activity,trial_id
0.03525387739646888,0.004953876708874536,0.017370340309278483,0.0474340110784252,0.03006367076914672,0.0012673767659319899,-0.9326162020605892,0.03330894996325326,-1.0129895121788037,-0.5861041717206856,0.4268853404581181,0.8708824664935713,-0.5660759757878813,0.022469656481177946,-0.6133418812684738,-0.3542359441025573,0.25910593716591646,0.32094689582658414,-0.058605249739824145,0.019033318800134424,-0.15199968117933232,-0.026497392859132635,0.1255022883201997,0.003796842521614709,0.01547322243086129,0.008781132965857781,-0.027703942106605945,0.03147020552325008,0.059174147629856025,0.0003165289085589834,-0.006371759440320685,0.004723105690046789,-0.016416021553837173,0.00938607292806466,0.025802094481901836,6.290704572466814e-05,1.0916376055115096,0.03773694899147623,0.6851592017894761,1.1810820007892047,0.4959227989997286,1.1930967390860876,0.06189801624882933,0.01857186205952491,0.027110463196705934,0.15462957526285673,0.1275191120661508,0.00417627847589836,0,SE01,D07,1
0.020177645749275375,0.01918210791218363,-0.042029435616720255,0.0474340110784252,0.08946344669514546,0.0007750906519379089,-0.8532110345751427,0.08962279992794515,-0.9470337449956441,-0.66584999636275,0.2811837486328941,0.7360013157877102,-0.6745143419048282,0.11589968173622972,-0.9285032946875428,-0.5618852147032869,0.3666180799842559,0.46840233366186246,-0.14513657854701778,0.26139956156960575,-0.6718452210930029,0.4269904854999647,1.0988357065929677,0.08939435722111677,0.0023853626610612425,0.05433868352722146,-0.13452756711700747,0.14042255329941356,0.27495012041642103,0.0029583824824963145,0.007789070302891974,0.030995738073498386,-0.027633121107668773,0.17890637138857426,0.20653949249624304,0.001021405394904311,1.0974566397460486,0.02770674969788603,1.048991329900998,1.2267811241676099,0.1777897942666118,1.20517874010151,0.22715597844624721,0.20438763796924095,0.045035350529217796,0.6828279297118116,0.6377925791825938,0.09337414509851742,0,SE01,D07,1
0.012504786380534282,0.03083377877113087,-0.044997253675175354,0.11679344114050913,0.16179069481568448,0.0011070915957298363,-0.8631458136079618,0.11131607750939328,-1.0377730245027499,-0.66584999636275,0.3719230281399999,0.7574119646610277,-0.619744717583215,0.25505363921265123,-0.9285032946875428,-0.05617283318697105,0.8723304615005717,0.4491358738479167,0.12700161431451007,0.4697400759150933,-0.6718452210930029,0.8176740722927748,1.4895192933857777,0.23678514895920919,0.003776696535298667,0.05958203306726418,-0.13452756711700747,0.14042255329941356,0.27495012041642103,0.0035642821011483,-0.024608135722762912,0.06337378462695205,-0.16846260232090335,0.17890637138857426,0.3473689737094776,0.004621796921693221,1.097497957857544,0.05615302844189029,0.9956655198977398,1.2476418303491432,0.25197631045140345,1.2076549301046735,0.43761944665754743,0.23121515497300907,0.06434682856105256,0.8329480568625945,0.768601228301542,0.24497122798205076,0,SE01,D07,1
0.05143240885244828,0.042087069554991155,-0.044997253675175354,0.11679344114050913,0.16179069481568448,0.004416614104092068,-0.9833850425409272,0.06256398919765528,-1.0377730245027499,-0.7762083776928381,0.26156464680991176,0.9709603946375445,-0.27610194481162226,0.2719265792500806,-0.8336371165733888,-0.05617283318697105,0.7774642833864177,0.15017634843141053,0.22269709734197188,0.319197919910789,-0.15732514763783695,0.8176740722927748,0.9749992199306117,0.15148130923991418,0.019312788758780227,0.025768060676741304,-0.08656718935591588,0.08085484157545397,0.16742203093136987,0.0010369767606814883,-0.03820684575539785,0.04696011394054175,-0.16846260232090335,0.022381408516732586,0.19084401083763594,0.003665015363885427,1.0591799370102908,0.060755396533351276,0.9956655198977398,1.2476418303491432,0.25197631045140345,1.1255533571730476,0.2687068461119631,0.2897929126411529,0.004713912754210285,0.8329480568625945,0.8282341441083843,0.15618330136448116,0,SE01,D07,1
0.08272272223582744,0.005668219551774376,0.06230192804182964,0.09333357486672708,0.031031646824897438,0.006875177486992977,-1.0162423034397288,0.006407278911877255,-1.0346112870930393,-0.9980937778272255,0.03651750926581376,1.0327894725235396,-0.07633935793984635,0.016150981946134114,-0.12269418166003979,-0.04671481167221892,0.07597936998782087,0.006088551788492331,-0.04206414265727449,0.03588032096677562,-0.15732514763783695,0.06751253202978726,0.2248376796676242,0.003056789530170377,0.021977397318040697,0.00892389430712746,0.0034603759392332063,0.0491215198825525,0.04566114394331929,0.0005626418824798038,-0.007302485984822137,0.005352934691484468,-0.02637568038078867,0.0031618576738627305,0.0295375380546514,8.198021136982161e-05,1.0225973369507992,0.006920134403223177,1.0047271013887082,1.0423029235765193,0.03757582218781108,1.0457532017990252,0.05250928838033618,0.030727613929667445,0.004713912754210285,0.16460749529926194,0.15989358254505165,0.003701411624020002,0,SE01,D07,1
0.07785529481871373,0.015464937354171098,0.01816428717414317,0.11514053700918556,0.09697624983504238,0.006300611218677278,-0.9947261907512287,0.07268309904772201,-1.2445092700196605,-0.8149805582176579,0.4295287118020026,0.99476302745363,-0.23790657326963904,0.2691812751100723,-0.7608334473604111,-0.04671481167221892,0.7141186356881922,0.12905809647478655,-0.30429653163127307,0.4181146839246914,-1.7848086769501492,-0.024374646597106704,1.7604340303530426,0.267416268076267,0.017746443421674755,0.029269812138389376,-0.052972989657529494,0.13084284166589386,0.18381583132342336,0.0011716581567353089,0.0028059405579115757,0.04014659950591151,-0.0746108091449816,0.16087524212720056,0.23548605127218214,0.0016196227543025885,1.059235768856713,0.0902292697611049,0.982174603981544,1.4570544085749213,0.4748798045933773,1.1301217351470934,0.3094578727298281,0.4176641880660039,0.03035480318337572,1.791326861528885,1.7609720583455093,0.2702075489873049,0,SE01,D07,1
0.045136880548846764,0.035819547728161566,-0.03230572348327089,0.11514053700918556,0.14744626049245646,0.003320377985130909,-0.9193342769757546,0.10253029378071746,-1.2445092700196605,-0.6869999039729031,0.5575093660467574,0.855687973965294,-0.5223407833572548,0.24114301397763854,-0.778315240704972,-0.05685066022594887,0.7214645804790232,0.33098984714849006,-0.22077283504835418,0.49394528500970936,-1.7848086769501492,0.45550736773965805,2.2403160446898074,0.2927225892786109,0.024901248145563555,0.06783530874207884,-0.13307700337336287,0.15290876404238238,0.2859857674157452,0.005221701271340094,0.009440891670301316,0.0557796908955167,-0.08472304117424721,0.16087524212720056,0.24559828330144778,0.0032005043519297543,1.0872463503424898,0.08884578079937293,0.9562570397370153,1.4570544085749213,0.500797368837906,1.189998199098915,0.3954117601124843,0.38051850791601183,0.04280531076315044,1.791326861528885,1.7485215507657346,0.30114479490188084,0,SE01,D07,1
0.024827853718682676,0.0201986181537168,-0.03230572348327089,0.06532115539222269,0.09762687887549358,0.001024406495595963,-0.8980103616097189,0.0625659516957833,-1.01107937256179,-0.6869999039729031,0.3240794685888868,0.8103371078700166,-0.6083720954926564,0.056834180004971674,-0.778315240704972,-0.5330213366728023,0.24529390403216977,0.37334673059096346,0.025894850467275517,0.1685244521594054,-0.2485909345868179,0.45550736773965805,0.704098302326476,0.02907103425635026,0.0233099061736808,0.06245398082090319,-0.13307700337336287,0.15290876404238238,0.2859857674157452,0.004443851446203546,0.0010848257796008535,0.040707225511614785,-0.08472304117424721,0.15295655210851902,0.23767959328276622,0.0016582550558255473,1.0878563852482277,0.035731359213381594,0.9562570397370153,1.1609453010070885,0.20468826127007322,1.1847082449565767,0.14792420380992063,0.11528907444151174,0.026024134839603356,0.4574738371541921,0.43144970231458873,0.03517314075837938,0,SE01,D07,1
0.03379540488463292,0.004973822361909139,0.01783242243022682,0.04606398227599104,0.02823155984576422,0.0011668683002040972,-0.9206759753398529,0.03551706395347923,-1.0147885816757938,-0.5759722082409914,0.4388163734348024,0.8489057133998646,-0.5884624585869866,0.025289028483149983,-0.6527131027779889,-0.35665174794316024,0.29606135483482865,0.3469276001278628,-0.058270949049351914,0.03531373790608117,-0.2462030014974769,-0.01832794219370126,0.22787505930377563,0.004642563588011557,0.01847128934616893,0.009149426300496574,-0.015141389949510087,0.05103946978934419,0.06618085973885428,0.00042490053173811234,-0.004799752457554288,0.007948104235036522,-0.01569353899205587,0.02330060157771774,0.038994140569773614,8.620998458480388e-05,1.093361536786772,0.039506097038299416,0.6777887692272776,1.207222157400877,0.5294333881735994,1.1970001818279312,0.06274962648236365,0.034873463846574214,0.024161062726861606,0.2474416139264495,0.2232805511995879,0.005153674104334474,0,SE01,D07,2
0.02433831814775417,0.014327270663951794,-0.033649096335314925,0.053642409722654084,0.08729150605796901,0.0007976244149394336,-0.8636643401672467,0.06455541880007905,-0.9360246760402018,-0.7105086419962999,0.22551603404390186,0.7500834945729796,-0.6744405608929104,0.08689066355618898,-0.8307239987098188,-0.5806057948011935,0.2501182039086254,0.4624200575907782,-0.09396955757379004,0.22791370474055186,-0.6021554278049975,0.26528519038198495,0.8674406181869825,0.06077493455917729,0.006158395755138992,0.03506021520106164,-0.11063762760631221,0.10457803390604936,0.21521566151236157,0.0012671445282216678,-0.005660914177404736,0.017644346342307743,-0.047208771122538906,0.0601044015012689,0.10731317262380781,0.00034336890717125065,1.1010013367179385,0.03312450941537318,1.0234609759599658,1.1884540622977442,0.16499308633777843,1.2133011765786967,0.18613273504423064,0.16655345370037947,0.017477614304971738,0.6021684763478744,0.5846908620429027,0.06238544799457021,0,SE01,D07,2
0.03878911073559929,0.03889541940621276,-0.033649096335314925,0.12709501827963363,0.16074411461494856,0.0030174487624437763,-0.9005236074691455,0.1019719886070742,-1.04102521289351,-0.7105086419962999,0.3305165708972101,0.8213410540697248,-0.5380564042206029,0.27174025345659264,-0.8307239987098188,-0.07093306580873687,0.7597909329010819,0.36334745947145847,0.13686558796318984,0.40188263055949935,-0.6021554278049975,1.028412508033546,1.6305679358385436,0.18024183791393272,0.010500839729794056,0.04364723454272711,-0.11063762760631221,0.10457803390604936,0.21521566151236157,0.00201534871825865,-0.03481844036302242,0.042221411304493084,-0.1368383012343349,0.0601044015012689,0.19694270273560383,0.002994971361856525,1.0882155563826557,0.05910046658373324,1.0009653173688595,1.213144313987994,0.21217899661913453,1.187705962303627,0.35700374547316155,0.24041731159003923,0.017477614304971738,1.03291335039611,1.0154357360911384,0.18525215799404784,0,SE01,D07,2
0.07785304426162519,0.03432074925067653,-0.009586827772034425,0.12709501827963363,0.13668184605166805,0.0072390103299303805,-1.0033452608672904,0.03372519861602042,-1.04102521289351,-0.8404948271026575,0.20053038579085247,1.0078391015265407,-0.19213984564364883,0.20819630454291788,-0.7436884259724351,-0.043463499494712336,0.7002249264777228,0.08026342150929264,0.18463218293178554,0.2986870068802229,-0.06940032633544242,1.028412508033546,1.0978128343689884,0.12330297105322267,0.025589712649305076,0.024846147882552017,-0.0586758160507135,0.09888125594418168,0.1575570719948952,0.0012721644580756491,-0.029116838260990957,0.04342966090852019,-0.1368383012343349,0.017262526223213087,0.154100827457548,0.0027339257169457566,1.0452608961914938,0.052642114876965324,0.9983691933181984,1.213144313987994,0.21477512066979565,1.0953415333657635,0.22651624023660016,0.2756799850139995,0.020951029102300334,1.03291335039611,1.0119623212938098,0.12730906122824395,0,SE01,D07,2
0.09161823535555831,0.006792643209629602,0.0709151054127059,0.11833499689906644,0.04741989148636054,0.00844004105143981,-1.0135290120292888,0.005938057305942414,-1.0248058440296204,-0.992840913060743,0.031964930968877425,1.0272763187496354,-0.05983119348771819,0.00982518261562862,-0.08801275493606446,-0.038436019336367186,0.049576735599697275,0.003676305927595223,-0.040109712174913936,0.033666442638688815,-0.21441147114687734,0.02550405836651716,0.2399155295133945,0.002742218370698564,0.021138687129961864,0.006180634258790628,0.010059246866830358,0.04334333995895413,0.033284093092123775,0.00048504433341935084,-0.0013600614933151948,0.008711684604543449,-0.03689759867101873,0.017262526223213087,0.05416012489423182,7.774321591463809e-05,1.0194880778454503,0.006060103931445291,0.9983691933181984,1.0317154394160988,0.03334624609790038,1.0393926657286705,0.0499714871463369,0.02842281464626678,0.015562729666412822,0.21914587398376845,0.20358314431735564,0.003305005920032556,0,SE01,D07,2
0.07103461248770004,0.03222002601848287,-0.018912637523416004,0.11152001134386928,0.13043264886728528,0.00608404624790942,-0.9732525421469386,0.1047507621612637,-1.2618936853813993,-0.6621164320089726,0.5997772533724267,0.9581932329688432,-0.279189929476574,0.3158608284618964,-0.8810086070155196,-0.038436019336367186,0.8425725876791524,0.17771507967776987,-0.3197526448908116,0.5029229937494812,-2.0394491189342756,0.47615548993780055,2.515604608872076,0.3551732915566103,-0.0016714124389905583,0.06901914118480917,-0.17170278907782052,0.21790387401736513,0.38960666309518566,0.004766435469429836,0.009723776750641833,0.038392641188105016,-0.04116999013247534,0.19178347974237236,0.23295346987484772,0.0015685467316949012,1.063641530393944,0.10324269328020905,0.9767124275036462,1.5388122120614056,0.5620997845577594,1.141992358894522,0.3652191820620777,0.4776224689141435,0.015562729666412822,2.0483731666302973,2.0328104369638846,0.3615082737577351,0,SE01,D07,2
0.036636681382723905,0.03442311480404793,-0.03726404615433624,0.11152001134386928,0.14878405749820553,0.002527197255551894,-0.9035446580177142,0.11853561532991429,-1.2618936853813993,-0.6579877913041046,0.6039058940772948,0.8304436411339899,-0.5604688388743666,0.23817655126917195,-0.8810086070155196,-0.048080546502474265,0.8329280605130454,0.3708533889236574,-0.22628964499004217,0.5795050209628998,-2.0394491189342756,0.5629881120624911,2.6024372309967667,0.38703307275093035,0.0078629312529578,0.07450206480621528,-0.17170278907782052,0.21790387401736513,0.38960666309518566,0.005612383348278245,0.0018203391312356968,0.04719135895032926,-0.09950010449919697,0.19178347974237236,0.2912835842415693,0.002230337994131531,1.0928262383195346,0.09774988569596928,0.9767124275036462,1.5388122120614056,0.5620997845577594,1.2038242273131996,0.4343399757421167,0.4541195652751351,0.02382550175835175,2.0483731666302973,2.0245476648719456,0.39487579409334017,0,SE01,D07,2
0.023895800422546683,0.015870547053540775,-0.03726404615433624,0.05182456636776732,0.08908861252210357,0.0008228835416128347,-0.90408235904023,0.0689446641116771,-0.9646781337401965,-0.6579877913041046,0.30669034243609195,0.8221182786372196,-0.5947089530746602,0.05475653406821659,-0.7664327279832093,-0.5484260574193593,0.21800667056384992,0.356677016890322,0.0408277767946426,0.18389046468675696,-0.11384884829805132,0.5629881120624911,0.6768369603605424,0.035482610360704575,0.036652921721739125,0.024993743278814692,-0.01911428600768449,0.09252441992515474,0.11163870593283923,0.001968123873827231,-0.013608573841111731,0.02337961351177755,-0.09950010449919697,0.020329642982002575,0.11982974748119954,0.0007317996099490822,1.0857255649045348,0.028603789641993185,1.003430152806311,1.1688026444764144,0.16537249167010337,1.1796181790691547,0.1324148378149597,0.1436970583238182,0.02382550175835175,0.5703235634573679,0.5464980616990162,0.0381825338444809,0,SE01,D07,2
